room_temperature(K),298.15
water_volume(mL),3000
cotton_mass(g),0.0275
combustible_mass(g),1.0000
Nickel_before_mass(g),0.0080
Nickel_after_mass(g),0.0030
time(s),Delta_T(K)
0.485,-0.000
1.260,-0.000
1.899,-0.000
2.671,0.001
3.312,-0.000
4.080,0.001
4.722,-0.000
5.501,0.001
6.134,-0.000
6.905,-0.000
7.541,-0.000
8.326,-0.000
8.962,-0.000
9.733,-0.001
10.374,-0.000
11.152,-0.000
11.785,-0.000
12.553,-0.000
13.194,-0.000
13.970,-0.000
14.610,-0.000
15.387,-0.000
16.021,-0.000
16.793,-0.000
17.431,-0.000
18.211,-0.000
18.842,-0.000
19.616,0.001
20.255,0.001
21.036,0.001
21.667,-0.000
22.448,-0.000
23.077,-0.000
23.860,0.001
24.491,-0.000
25.270,-0.000
25.902,0.001
26.678,-0.000
27.320,0.001
28.096,-0.000
28.729,-0.000
29.509,0.001
30.137,-0.000
30.920,0.001
31.550,-0.000
32.332,-0.000
32.964,-0.000
33.744,-0.000
34.375,0.001
35.155,-0.000
35.786,-0.000
36.567,-0.000
37.198,-0.000
37.979,0.001
38.610,-0.000
39.393,-0.000
40.023,-0.000
40.799,-0.000
41.442,0.001
42.216,-0.000
42.851,-0.000
43.628,-0.000
44.259,-0.000
45.043,-0.000
45.671,0.001
46.451,-0.001
47.082,-0.001
47.865,-0.000
48.503,-0.000
49.272,-0.001
49.914,-0.000
50.686,-0.000
51.323,-0.001
52.099,-0.000
52.740,-0.000
53.510,-0.000
54.151,-0.000
54.929,-0.000
55.561,-0.000
56.337,-0.000
56.974,-0.000
57.745,-0.000
58.383,-0.000
59.159,-0.000
59.798,0.001
60.571,-0.000
61.203,-0.001
61.982,-0.000
62.624,-0.000
63.396,-0.000
64.034,-0.000
64.810,-0.000
65.444,-0.000
66.216,0.001
66.861,0.001
67.634,-0.001
68.268,-0.000
69.041,-0.000
69.684,-0.001
70.456,-0.000
71.088,-0.000
71.869,-0.000
72.508,-0.000
73.278,-0.000
73.919,-0.000
74.690,-0.000
75.327,-0.000
76.105,-0.000
76.739,-0.001
77.520,-0.000
78.150,-0.000
78.931,-0.000
79.566,-0.000
80.347,-0.000
80.975,-0.000
81.759,-0.001
82.394,-0.000
83.169,-0.000
83.799,-0.000
84.576,-0.000
85.214,-0.000
85.996,-0.000
86.631,-0.001
87.404,-0.000
88.042,-0.001
88.821,-0.001
89.454,-0.000
90.226,-0.001
90.867,-0.000
91.645,-0.000
92.279,-0.000
93.052,-0.001
93.692,-0.001
94.470,-0.000
95.103,-0.000
95.874,-0.001
96.515,-0.001
97.286,-0.001
97.922,-0.001
98.699,-0.000
99.331,-0.001
100.117,-0.001
100.752,-0.001
101.524,-0.000
102.161,-0.001
102.936,-0.001
103.574,-0.000
104.347,-0.001
104.987,-0.001
105.759,-0.001
106.399,-0.001
107.176,-0.001
107.811,-0.001
108.588,-0.001
109.223,-0.001
110.002,-0.000
110.631,-0.001
111.406,-0.001
112.047,-0.001
112.826,-0.001
113.459,-0.001
114.231,-0.001
114.873,-0.001
115.645,-0.000
116.284,-0.000
117.060,-0.001
117.697,-0.001
118.467,-0.001
119.108,-0.001
119.879,-0.001
120.519,-0.001
121.301,-0.001
121.932,-0.001
122.707,-0.001
123.341,-0.002
124.124,-0.001
124.752,-0.001
125.537,-0.000
126.171,-0.001
126.945,-0.001
127.584,-0.001
128.362,-0.001
128.994,-0.001
129.765,-0.001
130.404,-0.001
131.185,-0.001
131.815,-0.002
132.597,-0.002
133.228,-0.002
134.010,-0.001
134.638,-0.001
135.414,-0.002
136.052,-0.001
136.832,-0.001
137.463,-0.001
138.244,-0.001
138.881,-0.002
139.655,-0.001
140.291,-0.001
141.065,-0.002
141.698,-0.002
142.479,-0.001
143.118,-0.001
143.889,-0.001
144.530,-0.001
145.300,-0.002
145.942,-0.002
146.713,-0.002
147.353,-0.001
148.127,-0.001
148.762,-0.002
149.534,-0.001
150.172,-0.002
150.955,-0.002
151.587,-0.001
152.364,-0.003
152.998,-0.001
153.779,-0.002
154.410,-0.002
155.184,-0.002
155.826,-0.001
156.604,-0.001
157.234,-0.002
158.015,-0.002
158.649,-0.002
159.426,-0.002
160.057,-0.002
160.838,-0.002
161.469,-0.001
162.249,-0.002
162.886,-0.002
163.660,-0.002
164.292,-0.002
165.068,-0.002
165.706,-0.002
166.485,-0.002
167.116,-0.002
167.900,-0.002
168.528,-0.002
169.310,-0.002
169.946,-0.002
170.722,-0.002
171.361,-0.002
172.133,-0.001
172.764,-0.002
173.550,-0.002
174.177,-0.002
174.958,-0.003
175.589,-0.002
176.369,-0.002
177.010,-0.002
177.781,-0.003
178.416,-0.002
179.199,-0.002
179.832,-0.002
180.604,-0.002
181.244,-0.002
182.018,-0.003
182.657,-0.002
183.427,-0.002
184.067,-0.003
184.848,-0.002
185.481,-0.002
186.251,-0.002
186.893,-0.002
187.665,-0.002
188.304,-0.002
189.085,-0.002
189.715,-0.003
190.496,-0.003
191.127,-0.002
191.902,-0.002
192.539,-0.002
193.314,-0.003
193.951,-0.002
194.730,-0.003
195.362,-0.002
196.143,-0.002
196.774,-0.002
197.555,-0.002
198.186,-0.002
198.967,-0.002
199.599,-0.002
200.382,-0.002
201.014,-0.002
201.789,-0.002
202.421,-0.002
203.203,-0.001
203.840,-0.000
204.613,0.003
205.254,0.003
206.021,0.006
206.664,0.008
207.440,0.012
208.072,0.014
208.847,0.019
209.488,0.022
210.262,0.031
210.900,0.037
211.671,0.046
212.307,0.050
213.092,0.062
213.720,0.070
214.499,0.082
215.135,0.087
215.915,0.098
216.546,0.104
217.327,0.116
217.963,0.122
218.731,0.132
219.371,0.137
220.150,0.143
220.782,0.147
221.562,0.156
222.193,0.161
222.974,0.172
223.605,0.176
224.387,0.185
225.025,0.188
225.799,0.197
226.431,0.202
227.212,0.211
227.843,0.216
228.624,0.228
229.260,0.234
230.037,0.244
230.667,0.246
231.449,0.253
232.072,0.257
232.709,0.262
233.311,0.270
233.956,0.275
234.583,0.278
235.194,0.288
235.835,0.292
236.468,0.296
237.082,0.303
237.716,0.307
238.357,0.311
238.968,0.317
239.605,0.320
240.240,0.323
240.846,0.329
241.480,0.331
242.122,0.335
242.732,0.341
243.371,0.343
244.005,0.346
244.612,0.351
245.253,0.353
245.885,0.355
246.494,0.360
247.137,0.363
247.769,0.364
248.378,0.370
249.017,0.372
249.649,0.374
250.259,0.378
250.900,0.379
251.530,0.381
252.232,0.385
252.864,0.388
253.554,0.392
254.189,0.394
254.830,0.395
255.444,0.399
256.072,0.401
256.710,0.404
257.327,0.407
257.956,0.408
258.593,0.410
259.201,0.413
259.842,0.415
260.476,0.417
261.175,0.420
261.805,0.421
262.496,0.425
263.138,0.427
263.767,0.427
264.387,0.431
265.015,0.433
265.659,0.434
266.270,0.437
266.901,0.437
267.537,0.439
268.147,0.443
268.789,0.445
269.421,0.447
270.035,0.449
270.665,0.450
271.305,0.451
271.917,0.454
272.547,0.456
273.188,0.456
273.793,0.459
274.439,0.461
275.070,0.463
275.682,0.465
276.312,0.466
276.953,0.467
277.565,0.469
278.196,0.470
278.837,0.472
279.446,0.474
280.079,0.475
280.720,0.478
281.330,0.479
281.961,0.480
282.604,0.481
283.212,0.483
283.843,0.484
284.488,0.485
285.094,0.489
285.734,0.489
286.365,0.490
286.975,0.492
287.617,0.493
288.252,0.494
288.946,0.497
289.578,0.497
290.270,0.500
290.911,0.501
291.547,0.502
292.151,0.503
292.796,0.504
293.422,0.505
294.036,0.506
294.678,0.507
295.305,0.508
295.919,0.509
296.560,0.510
297.192,0.511
297.799,0.513
298.440,0.514
299.075,0.514
299.692,0.517
300.321,0.517
300.953,0.517
301.574,0.519
302.211,0.520
302.836,0.520
303.456,0.522
304.091,0.523
304.719,0.523
305.338,0.525
305.973,0.525
306.608,0.526
307.222,0.528
307.852,0.528
308.493,0.529
309.104,0.530
309.738,0.531
310.375,0.532
310.986,0.533
311.625,0.533
312.258,0.533
312.868,0.536
313.499,0.537
314.140,0.537
314.753,0.538
315.388,0.539
316.023,0.539
316.634,0.541
317.264,0.541
317.905,0.542
318.511,0.543
319.156,0.544
319.790,0.545
320.401,0.545
321.030,0.546
321.671,0.547
322.277,0.547
322.912,0.548
323.553,0.549
324.166,0.550
324.804,0.551
325.436,0.551
326.046,0.552
326.687,0.552
327.319,0.553
327.931,0.554
328.568,0.555
329.201,0.555
329.811,0.556
330.449,0.557
331.082,0.558
331.693,0.559
332.334,0.559
332.967,0.560
333.578,0.561
334.214,0.561
334.850,0.562
335.461,0.563
336.097,0.563
336.735,0.564
337.347,0.564
337.984,0.565
338.616,0.565
339.306,0.566
339.947,0.567
340.643,0.567
341.275,0.568
341.913,0.569
342.520,0.570
343.158,0.570
343.794,0.571
344.409,0.571
345.036,0.572
345.676,0.573
346.287,0.573
346.928,0.574
347.560,0.574
348.171,0.575
348.804,0.576
349.442,0.576
350.057,0.578
350.691,0.577
351.323,0.578
351.936,0.578
352.573,0.579
353.208,0.579
353.814,0.580
354.460,0.580
355.092,0.581
355.705,0.581
356.341,0.581
356.974,0.582
357.583,0.582
358.224,0.583
358.855,0.584
359.465,0.584
360.107,0.585
360.737,0.585
361.354,0.586
361.991,0.587
362.619,0.587
363.230,0.587
363.872,0.588
364.506,0.588
365.113,0.589
365.756,0.589
366.385,0.589
367.004,0.590
367.634,0.590
368.266,0.591
368.885,0.591
369.523,0.593
370.150,0.593
370.761,0.593
371.402,0.593
372.033,0.593
372.645,0.594
373.286,0.594
373.918,0.595
374.528,0.595
375.170,0.596
375.805,0.596
376.418,0.596
377.053,0.597
377.684,0.597
378.295,0.598
378.935,0.598
379.564,0.599
380.183,0.599
380.818,0.599
381.448,0.600
382.062,0.600
382.695,0.601
383.335,0.600
383.949,0.601
384.582,0.601
385.212,0.602
385.829,0.602
386.463,0.603
387.094,0.603
387.705,0.604
388.346,0.604
388.977,0.604
389.598,0.605
390.229,0.606
390.860,0.606
391.481,0.606
392.112,0.606
392.747,0.607
393.362,0.608
393.991,0.607
394.627,0.608
395.236,0.608
395.882,0.608
396.518,0.609
397.127,0.609
397.762,0.610
398.401,0.610
399.007,0.610
399.647,0.610
400.274,0.611
400.890,0.611
401.524,0.612
402.165,0.612
402.775,0.613
403.414,0.613
404.047,0.613
404.658,0.613
405.288,0.614
405.929,0.614
406.539,0.614
407.179,0.615
407.807,0.615
408.424,0.616
409.062,0.615
409.698,0.616
410.304,0.616
410.940,0.616
411.574,0.617
412.187,0.617
412.826,0.618
413.457,0.617
414.157,0.618
414.789,0.619
415.480,0.619
416.121,0.619
416.754,0.619
417.362,0.620
418.003,0.620
418.636,0.620
419.244,0.621
419.883,0.622
420.515,0.622
421.126,0.622
421.768,0.622
422.398,0.622
423.009,0.622
423.650,0.623
424.285,0.623
424.900,0.624
425.532,0.624
426.172,0.624
426.783,0.623
427.419,0.624
428.051,0.624
428.663,0.625
429.298,0.625
429.938,0.625
430.549,0.625
431.180,0.626
431.820,0.626
432.423,0.627
433.068,0.627
433.700,0.627
434.315,0.627
434.946,0.627
435.583,0.628
436.196,0.628
436.829,0.628
437.468,0.628
438.079,0.629
438.710,0.629
439.344,0.630
439.960,0.629
440.593,0.629
441.234,0.630
441.845,0.630
442.475,0.630
443.117,0.631
443.720,0.631
444.358,0.632
445.000,0.631
445.610,0.631
446.242,0.632
446.882,0.632
447.494,0.633
448.126,0.632
448.763,0.632
449.377,0.633
450.014,0.633
450.650,0.633
451.253,0.634
451.888,0.634
452.523,0.634
453.141,0.634
453.773,0.634
454.414,0.635
455.018,0.634
455.655,0.636
456.296,0.635
456.907,0.636
457.536,0.636
458.179,0.636
458.790,0.636
459.420,0.636
460.060,0.636
460.671,0.637
461.302,0.637
461.942,0.637
462.554,0.638
463.190,0.638
463.824,0.637
464.431,0.638
465.075,0.638
465.707,0.639
466.320,0.638
466.958,0.639
467.589,0.639
468.200,0.639
468.841,0.639
469.467,0.639
470.086,0.640
470.720,0.640
471.359,0.640
471.965,0.640
472.605,0.641
473.243,0.641
473.847,0.641
474.487,0.641
475.119,0.642
475.729,0.641
476.372,0.642
477.001,0.642
477.612,0.642
478.252,0.642
478.883,0.643
479.496,0.643
480.139,0.643
480.766,0.643
481.385,0.644
482.015,0.643
482.656,0.644
483.265,0.644
483.896,0.644
484.538,0.644
485.148,0.644
485.785,0.644
486.419,0.645
487.030,0.645
487.668,0.645
488.301,0.645
488.912,0.646
489.553,0.646
490.184,0.646
490.792,0.646
491.435,0.646
492.065,0.646
492.680,0.646
493.313,0.646
493.948,0.646
494.559,0.646
495.200,0.647
495.836,0.648
496.444,0.647
497.080,0.647
497.718,0.647
498.324,0.649
498.967,0.648
499.594,0.648
500.214,0.648
500.848,0.648
501.485,0.648
502.089,0.648
502.731,0.649
503.362,0.649
503.972,0.649
504.614,0.649
505.247,0.650
505.860,0.650
506.495,0.649
507.127,0.650
507.738,0.650
508.378,0.651
509.013,0.651
509.627,0.650
510.263,0.651
510.892,0.651
511.507,0.651
512.141,0.650
512.776,0.651
513.386,0.651
514.027,0.652
514.657,0.652
515.268,0.653
515.909,0.652
516.540,0.652
517.155,0.652
517.791,0.652
518.422,0.652
519.034,0.653
519.672,0.653
520.315,0.652
520.916,0.653
521.556,0.653
522.197,0.653
522.808,0.653
523.443,0.653
524.080,0.653
524.690,0.654
525.321,0.654
525.962,0.654
526.573,0.654
527.204,0.654
527.845,0.654
528.453,0.654
529.090,0.654
529.723,0.655
530.337,0.654
530.968,0.655
531.609,0.655
532.220,0.655
532.859,0.655
533.493,0.656
534.098,0.655
534.734,0.656
535.375,0.657
535.985,0.656
536.616,0.657
537.254,0.656
537.865,0.656
538.499,0.656
539.138,0.656
539.752,0.657
540.382,0.657
541.025,0.657
541.633,0.657
542.264,0.657
542.907,0.657
543.515,0.657
544.151,0.657
544.785,0.657
545.398,0.657
546.029,0.657
546.670,0.657
547.280,0.658
547.920,0.658
548.551,0.658
549.163,0.658
549.802,0.658
550.435,0.658
551.046,0.659
551.687,0.658
552.315,0.659
552.929,0.659
553.565,0.659
554.195,0.659
554.812,0.659
555.452,0.659
556.086,0.660
556.697,0.659
557.330,0.659
557.967,0.660
558.578,0.660
559.218,0.660
559.854,0.660
560.461,0.660
561.099,0.661
561.731,0.660
562.343,0.660
562.974,0.660
563.614,0.660
564.224,0.661
564.865,0.661
565.496,0.661
566.107,0.661
566.749,0.661
567.384,0.661
567.990,0.661
568.632,0.661
569.262,0.662
569.872,0.661
570.514,0.662
571.145,0.661
571.756,0.661
572.396,0.662
573.027,0.661
573.638,0.661
574.279,0.662
574.906,0.662
575.519,0.663
576.161,0.662
576.792,0.662
577.402,0.662
578.046,0.663
578.674,0.663
579.289,0.663
579.925,0.663
580.556,0.663
581.167,0.663
581.812,0.663
582.439,0.663
583.050,0.664
583.694,0.663
584.321,0.663
584.932,0.663
585.576,0.664
586.203,0.664
586.824,0.664
587.455,0.663
588.092,0.664
588.707,0.664
589.344,0.664
589.977,0.664
590.589,0.664
591.220,0.664
591.860,0.663
592.472,0.665
593.103,0.665
593.744,0.664
594.353,0.664
594.987,0.665
595.622,0.664
596.234,0.665
596.873,0.665
597.508,0.665
598.121,0.665
598.751,0.664
599.383,0.665
600.003,0.665
600.639,0.665
601.276,0.665
601.887,0.665
602.518,0.665
603.150,0.665
603.767,0.666
604.402,0.666
605.040,0.665
605.647,0.666
606.282,0.666
606.923,0.666
607.533,0.666
608.164,0.666
608.805,0.666
609.416,0.666
610.048,0.666
610.687,0.667
611.377,0.666
612.018,0.666
612.705,0.667
613.345,0.667
613.980,0.666
614.591,0.667
615.230,0.667
615.861,0.667
616.470,0.667
617.113,0.667
617.744,0.668
618.354,0.667
618.995,0.667
619.626,0.667
620.237,0.667
620.878,0.667
621.513,0.668
622.118,0.668
622.761,0.668
623.399,0.668
624.001,0.668
624.639,0.667
625.279,0.668
625.886,0.668
626.528,0.668
627.164,0.668
627.774,0.668
628.403,0.669
629.043,0.669
629.658,0.668
630.287,0.669
630.928,0.668
631.540,0.669
632.176,0.668
632.807,0.669
633.423,0.669
634.056,0.668
634.695,0.669
635.306,0.668
635.933,0.669
636.578,0.669
637.182,0.669
637.822,0.669
638.454,0.669
639.070,0.669
639.702,0.669
640.342,0.669
640.953,0.669
641.584,0.669
642.224,0.669
642.838,0.669
643.472,0.670
644.108,0.669
644.718,0.670
645.349,0.670
645.990,0.670
646.601,0.669
647.237,0.670
647.872,0.669
648.481,0.669
649.114,0.669
649.756,0.670
650.367,0.670
650.998,0.670
651.640,0.670
652.249,0.670
652.884,0.670
653.523,0.670
654.129,0.670
654.762,0.670
655.403,0.670
656.017,0.670
656.650,0.670
657.285,0.670
657.978,0.671
658.611,0.671
659.307,0.670
659.941,0.670
660.579,0.670
661.190,0.671
661.831,0.671
662.461,0.671
663.072,0.671
663.709,0.671
664.345,0.671
664.955,0.671
665.595,0.671
666.227,0.671
666.838,0.671
667.479,0.671
668.109,0.671
668.722,0.671
669.357,0.671
669.992,0.671
670.603,0.671
671.245,0.672
671.880,0.671
672.484,0.671
673.123,0.671
673.756,0.671
674.367,0.671
675.008,0.671
675.639,0.671
676.339,0.671
676.970,0.671
677.663,0.671
678.306,0.672
678.940,0.671
679.552,0.671
680.183,0.672
680.815,0.672
681.432,0.672
682.066,0.673
682.700,0.672
683.318,0.672
683.950,0.672
684.584,0.673
685.201,0.671
685.832,0.672
686.466,0.672
687.078,0.673
687.715,0.672
688.347,0.672
688.966,0.672
689.597,0.672
690.236,0.672
690.847,0.673
691.481,0.673
692.120,0.673
692.726,0.673
693.362,0.672
694.003,0.672
694.614,0.673
695.244,0.673
695.886,0.672
696.497,0.673
697.134,0.673
697.769,0.672
698.380,0.673
699.013,0.673
699.647,0.673
700.258,0.673
700.893,0.673
701.533,0.672
702.138,0.673
702.779,0.673
703.417,0.673
704.021,0.673
704.657,0.673
705.297,0.673
705.909,0.674
706.548,0.673
707.180,0.673
707.786,0.674
708.431,0.673
709.063,0.673
709.673,0.673
710.304,0.674
710.946,0.673
711.556,0.673
712.187,0.674
712.828,0.674
713.439,0.674
714.071,0.674
714.715,0.673
715.321,0.674
715.952,0.674
716.588,0.674
717.207,0.674
717.843,0.673
718.474,0.674
719.083,0.674
719.723,0.674
720.356,0.674
720.970,0.673
721.608,0.674
722.239,0.674
722.850,0.674
723.489,0.674
724.120,0.674
724.732,0.674
725.373,0.673
726.009,0.674
726.616,0.674
727.255,0.674
727.886,0.674
728.497,0.673
729.139,0.674
729.773,0.674
730.385,0.674
731.022,0.674
731.652,0.674
732.271,0.674
732.904,0.674
733.535,0.674
734.147,0.674
734.786,0.674
735.418,0.674
736.031,0.674
736.669,0.674
737.301,0.674
737.916,0.674
738.555,0.674
739.192,0.674
739.795,0.674
740.429,0.675
741.074,0.674
741.685,0.675
742.316,0.674
742.951,0.675
743.568,0.674
744.200,0.674
744.838,0.675
745.450,0.675
746.081,0.675
746.722,0.674
747.333,0.674
747.965,0.675
748.604,0.674
749.215,0.674
749.847,0.674
750.479,0.674
751.097,0.674
751.728,0.675
752.369,0.674
752.980,0.674
753.611,0.675
754.253,0.675
754.859,0.675
755.499,0.675
756.130,0.675
756.745,0.675
757.378,0.675
758.016,0.675
758.626,0.675
759.267,0.675
759.898,0.675
760.589,0.675
761.230,0.675
761.926,0.675
762.552,0.675
763.193,0.675
763.803,0.675
764.444,0.674
765.075,0.675
765.686,0.675
766.327,0.675
766.957,0.676
767.567,0.675
768.209,0.675
768.843,0.675
769.450,0.675
770.093,0.675
770.721,0.674
771.335,0.675
771.973,0.675
772.604,0.675
773.214,0.675
773.854,0.675
774.486,0.675
775.105,0.675
775.737,0.676
776.367,0.675
776.979,0.674
777.623,0.675
778.256,0.675
778.868,0.676
779.499,0.675
780.142,0.675
780.753,0.675
781.388,0.675
782.015,0.675
782.636,0.676
783.267,0.676
783.907,0.675
784.512,0.675
785.152,0.675
785.786,0.675
786.400,0.675
787.032,0.675
787.671,0.676
788.285,0.676
788.911,0.675
789.551,0.675
790.166,0.675
790.796,0.676
791.438,0.676
792.049,0.676
792.686,0.675
793.319,0.676
793.926,0.676
794.565,0.675
795.202,0.675
795.812,0.676
796.443,0.676
797.085,0.676
797.696,0.675
798.334,0.675
798.968,0.675
799.581,0.676
800.212,0.676
800.850,0.676
801.460,0.676
802.101,0.676
802.735,0.676
803.340,0.675
803.974,0.676
804.613,0.676
805.224,0.675
805.863,0.676
806.494,0.675
807.105,0.675
807.746,0.676
808.377,0.676
808.991,0.676
809.627,0.676
810.267,0.676
810.871,0.676
811.511,0.676
812.148,0.676
812.752,0.676
813.397,0.676
814.023,0.675
814.635,0.676
815.276,0.676
815.907,0.676
816.518,0.676
817.156,0.676
817.796,0.675
818.405,0.676
819.040,0.676
819.681,0.676
820.292,0.676
820.924,0.676
821.563,0.676
822.174,0.676
822.805,0.676
823.447,0.676
824.136,0.676
824.767,0.676
825.468,0.677
826.099,0.676
826.739,0.677
827.349,0.676
827.985,0.676
828.617,0.675
829.235,0.675
829.871,0.675
830.503,0.675
831.109,0.675
831.748,0.675
832.385,0.676
832.996,0.676
833.630,0.676
834.271,0.676
834.883,0.676
835.517,0.676
836.152,0.676
836.765,0.675
837.398,0.676
838.033,0.676
838.645,0.676
839.280,0.676
839.915,0.676
840.532,0.676
841.165,0.676
841.803,0.676
842.408,0.676
843.045,0.676
843.682,0.676
844.298,0.676
844.929,0.676
845.562,0.676
846.257,0.676
846.893,0.676
847.592,0.676
848.229,0.676
848.860,0.676
849.554,0.676
850.273,0.675
850.967,0.676
851.604,0.676
852.299,0.676
853.016,0.676
853.707,0.676
854.338,0.676
854.977,0.676
855.670,0.676
856.311,0.676
857.002,0.676
857.636,0.676
858.274,0.676
858.969,0.676
859.606,0.677
860.298,0.676
860.934,0.676
861.563,0.676
862.182,0.676
862.814,0.676
863.445,0.676
864.057,0.676
864.701,0.676
865.337,0.676
865.942,0.676
866.579,0.676
867.214,0.676
867.833,0.676
868.468,0.676
869.100,0.676
869.707,0.676
870.346,0.676
